,potential,finishing,short_passing,volleys,dribbling,long_passing,ball_control,reactions,shot_power,long_shots,interceptions,positioning,vision,standing_tackle,sliding_tackle,overall_rating
18638,76.0,79.0,75.0,76.0,77.0,53.0,80.0,81.0,77.0,75.0,33.0,80.0,77.0,31.0,24.0,76.0
18639,76.0,76.0,75.0,68.0,83.0,54.0,74.0,72.0,81.0,69.0,24.0,77.0,63.0,40.0,41.0,76.0
18640,71.0,64.0,69.0,51.0,70.0,68.0,69.0,68.0,73.0,73.0,66.0,65.0,70.0,65.0,58.0,70.0
18641,75.0,74.0,50.0,71.0,67.0,31.0,73.0,75.0,63.0,56.0,32.0,81.0,60.0,39.0,32.0,72.0
18642,67.0,33.0,57.0,40.0,60.0,51.0,61.0,46.0,49.0,36.0,39.0,44.0,50.0,53.0,49.0,54.0
18643,76.0,35.0,61.0,29.0,44.0,55.0,58.0,67.0,49.0,56.0,69.0,28.0,52.0,75.0,76.0,73.0
18644,86.0,86.0,64.0,87.0,83.0,49.0,78.0,78.0,77.0,70.0,76.0,82.0,84.0,32.0,19.0,78.0
18645,74.0,62.0,59.0,57.0,72.0,56.0,70.0,61.0,75.0,64.0,45.0,61.0,62.0,14.0,12.0,68.0
18646,72.0,51.0,74.0,83.0,61.0,76.0,76.0,81.0,81.0,69.0,75.0,68.0,60.0,74.0,62.0,72.0
18647,65.0,64.0,60.0,61.0,57.0,32.0,63.0,65.0,62.0,59.0,46.0,66.0,52.0,25.0,47.0,65.0
18648,69.0,24.0,67.0,40.0,53.0,59.0,59.0,67.0,68.0,42.0,71.0,45.0,42.0,74.0,73.0,69.0
18649,70.0,42.0,64.0,48.0,54.0,58.0,59.0,58.0,45.0,59.0,55.0,63.0,60.0,62.0,74.0,62.0
18650,72.0,62.0,44.0,41.0,75.0,37.0,69.0,46.0,67.0,37.0,25.0,62.0,61.0,24.0,29.0,63.0
18651,76.0,64.0,75.0,58.0,71.0,74.0,77.0,72.0,65.0,66.0,58.0,69.0,80.0,58.0,34.0,72.0
18652,75.0,44.0,67.0,58.0,64.0,65.0,68.0,67.0,67.0,60.0,75.0,59.0,67.0,74.0,74.0,70.0
18653,71.0,61.0,67.0,67.0,69.0,51.0,63.0,67.0,62.0,52.0,52.0,55.0,68.0,62.0,53.0,66.0
18654,62.0,49.0,45.0,49.0,60.0,52.0,68.0,61.0,45.0,42.0,56.0,58.0,46.0,47.0,58.0,58.0
18655,81.0,76.0,73.0,67.0,81.0,45.0,77.0,83.0,83.0,72.0,31.0,88.0,77.0,13.0,19.0,79.0
18656,71.0,53.0,70.0,44.0,64.0,63.0,66.0,56.0,70.0,61.0,27.0,56.0,69.0,35.0,29.0,65.0
18657,77.0,25.0,68.0,28.0,38.0,57.0,71.0,67.0,56.0,33.0,63.0,73.0,56.0,76.0,73.0,74.0
18658,80.0,70.0,81.0,58.0,85.0,71.0,83.0,64.0,72.0,67.0,36.0,74.0,74.0,48.0,36.0,80.0
18659,72.0,67.0,62.0,64.0,63.0,41.0,68.0,65.0,71.0,63.0,24.0,64.0,55.0,32.0,29.0,66.0
18660,79.0,55.0,78.0,70.0,76.0,78.0,78.0,78.0,75.0,74.0,82.0,70.0,74.0,82.0,84.0,79.0
18661,75.0,21.0,70.0,23.0,54.0,65.0,65.0,72.0,56.0,34.0,70.0,71.0,64.0,73.0,65.0,71.0
18662,73.0,66.0,70.0,65.0,72.0,63.0,72.0,66.0,69.0,70.0,23.0,64.0,61.0,33.0,28.0,69.0
18663,68.0,64.0,58.0,53.0,53.0,53.0,64.0,63.0,63.0,60.0,33.0,57.0,52.0,21.0,19.0,61.0
18664,71.0,63.0,69.0,65.0,78.0,72.0,79.0,69.0,70.0,69.0,29.0,68.0,69.0,25.0,25.0,71.0
18665,80.0,13.0,22.0,12.0,12.0,21.0,28.0,69.0,16.0,13.0,27.0,14.0,31.0,11.0,12.0,74.0
18666,77.0,67.0,68.0,66.0,75.0,60.0,76.0,73.0,77.0,75.0,44.0,75.0,62.0,30.0,31.0,71.0
18667,81.0,65.0,77.0,58.0,81.0,66.0,76.0,75.0,72.0,66.0,35.0,74.0,70.0,30.0,20.0,76.0
18668,74.0,41.0,73.0,32.0,73.0,64.0,71.0,74.0,62.0,51.0,75.0,50.0,59.0,74.0,76.0,74.0
18669,73.0,11.0,51.0,18.0,21.0,56.0,35.0,65.0,50.0,12.0,20.0,13.0,31.0,9.0,16.0,68.0
18670,86.0,71.0,77.0,70.0,74.0,75.0,78.0,73.0,77.0,74.0,34.0,83.0,81.0,63.0,39.0,76.0
18671,77.0,76.0,71.0,75.0,76.0,64.0,81.0,72.0,77.0,70.0,37.0,80.0,71.0,37.0,33.0,75.0
18672,74.0,64.0,56.0,49.0,72.0,39.0,68.0,70.0,53.0,56.0,24.0,71.0,54.0,28.0,16.0,64.0
18673,65.0,25.0,45.0,33.0,35.0,48.0,23.0,52.0,26.0,24.0,44.0,42.0,41.0,43.0,36.0,53.0
18674,84.0,60.0,83.0,75.0,84.0,75.0,82.0,80.0,81.0,77.0,76.0,76.0,74.0,80.0,84.0,79.0
18675,73.0,25.0,65.0,35.0,62.0,58.0,64.0,63.0,59.0,57.0,71.0,34.0,64.0,65.0,63.0,66.0
18676,74.0,11.0,29.0,14.0,11.0,34.0,26.0,71.0,24.0,10.0,24.0,15.0,34.0,12.0,13.0,74.0
18677,78.0,55.0,74.0,50.0,75.0,70.0,73.0,77.0,72.0,65.0,69.0,72.0,72.0,71.0,75.0,73.0
18678,69.0,72.0,57.0,52.0,56.0,37.0,64.0,55.0,71.0,53.0,55.0,62.0,59.0,26.0,14.0,63.0
18679,80.0,44.0,68.0,59.0,59.0,57.0,68.0,74.0,68.0,62.0,73.0,41.0,46.0,75.0,74.0,74.0
18680,68.0,48.0,66.0,42.0,68.0,66.0,68.0,70.0,72.0,65.0,69.0,62.0,55.0,68.0,70.0,68.0
18681,69.0,60.0,66.0,57.0,74.0,57.0,70.0,67.0,59.0,52.0,39.0,66.0,65.0,38.0,26.0,69.0
18682,71.0,67.0,62.0,56.0,62.0,31.0,66.0,58.0,64.0,56.0,15.0,66.0,58.0,27.0,26.0,65.0
18683,71.0,62.0,59.0,64.0,66.0,45.0,62.0,65.0,67.0,51.0,35.0,63.0,59.0,28.0,21.0,65.0
18684,81.0,63.0,78.0,63.0,83.0,77.0,83.0,75.0,71.0,70.0,42.0,76.0,81.0,41.0,31.0,78.0
18685,69.0,71.0,65.0,72.0,69.0,49.0,73.0,71.0,70.0,58.0,29.0,73.0,64.0,35.0,31.0,69.0
18686,76.0,70.0,59.0,53.0,59.0,40.0,62.0,61.0,75.0,60.0,20.0,64.0,52.0,17.0,17.0,66.0
18687,62.0,54.0,58.0,45.0,66.0,50.0,62.0,52.0,68.0,59.0,35.0,61.0,58.0,33.0,31.0,62.0
18688,76.0,69.0,39.0,42.0,65.0,28.0,63.0,34.0,79.0,56.0,20.0,74.0,43.0,37.0,25.0,65.0
18689,80.0,57.0,68.0,48.0,58.0,56.0,66.0,85.0,73.0,62.0,85.0,61.0,57.0,88.0,87.0,80.0
18690,73.0,58.0,71.0,41.0,69.0,64.0,73.0,60.0,76.0,64.0,56.0,58.0,65.0,62.0,54.0,65.0
18691,75.0,67.0,71.0,61.0,75.0,57.0,71.0,71.0,65.0,70.0,43.0,58.0,69.0,37.0,35.0,70.0
18692,72.0,26.0,47.0,35.0,33.0,45.0,48.0,66.0,65.0,47.0,69.0,30.0,37.0,70.0,68.0,68.0
18693,75.0,58.0,76.0,60.0,73.0,75.0,74.0,76.0,83.0,78.0,73.0,63.0,67.0,74.0,77.0,75.0
18694,74.0,42.0,66.0,61.0,72.0,68.0,70.0,71.0,66.0,67.0,68.0,67.0,71.0,72.0,71.0,70.0
18695,74.0,48.0,79.0,56.0,56.0,79.0,70.0,75.0,73.0,55.0,72.0,48.0,51.0,77.0,76.0,74.0
18696,76.0,37.0,69.0,29.0,62.0,65.0,65.0,71.0,59.0,50.0,74.0,48.0,60.0,76.0,72.0,74.0
18697,72.0,22.0,66.0,38.0,35.0,63.0,57.0,69.0,57.0,32.0,74.0,31.0,45.0,75.0,72.0,72.0
18698,77.0,60.0,74.0,51.0,70.0,66.0,77.0,66.0,58.0,62.0,61.0,58.0,75.0,24.0,27.0,66.0
18699,68.0,43.0,56.0,51.0,69.0,44.0,64.0,56.0,57.0,41.0,23.0,65.0,55.0,13.0,12.0,63.0
18700,58.0,6.0,9.0,11.0,19.0,8.0,13.0,56.0,22.0,12.0,25.0,12.0,42.0,9.0,6.0,58.0
18701,81.0,50.0,76.0,62.0,77.0,72.0,75.0,68.0,78.0,66.0,74.0,66.0,66.0,78.0,78.0,75.0
18702,60.0,16.0,33.0,12.0,18.0,27.0,31.0,57.0,15.0,13.0,21.0,14.0,45.0,18.0,11.0,59.0
18703,60.0,34.0,56.0,49.0,37.0,52.0,45.0,57.0,36.0,40.0,68.0,51.0,59.0,69.0,63.0,60.0
18704,72.0,21.0,55.0,31.0,45.0,52.0,52.0,62.0,55.0,35.0,48.0,39.0,37.0,61.0,62.0,58.0
18705,65.0,63.0,47.0,46.0,43.0,31.0,53.0,61.0,65.0,52.0,46.0,54.0,61.0,21.0,13.0,60.0
18706,74.0,39.0,50.0,23.0,40.0,60.0,50.0,70.0,55.0,26.0,80.0,30.0,50.0,80.0,74.0,74.0
18707,76.0,76.0,67.0,73.0,73.0,61.0,75.0,72.0,73.0,66.0,67.0,67.0,73.0,26.0,29.0,72.0
18708,85.0,45.0,69.0,36.0,58.0,69.0,68.0,76.0,63.0,48.0,78.0,42.0,35.0,85.0,79.0,80.0
18709,82.0,39.0,67.0,56.0,62.0,64.0,67.0,75.0,57.0,54.0,67.0,70.0,68.0,65.0,71.0,67.0
18710,70.0,38.0,63.0,21.0,58.0,66.0,54.0,56.0,63.0,67.0,56.0,57.0,69.0,74.0,73.0,67.0
18711,71.0,56.0,58.0,48.0,68.0,57.0,64.0,47.0,40.0,54.0,25.0,65.0,56.0,21.0,28.0,63.0
18712,72.0,43.0,52.0,42.0,46.0,48.0,49.0,60.0,65.0,36.0,63.0,69.0,44.0,70.0,68.0,69.0
18713,79.0,46.0,68.0,49.0,45.0,57.0,68.0,65.0,71.0,48.0,71.0,76.0,70.0,78.0,68.0,75.0
18714,77.0,56.0,67.0,49.0,71.0,58.0,73.0,59.0,56.0,39.0,39.0,53.0,64.0,38.0,44.0,66.0
18715,75.0,50.0,70.0,57.0,60.0,66.0,70.0,68.0,70.0,64.0,67.0,54.0,59.0,64.0,70.0,66.0
18716,83.0,70.0,72.0,47.0,74.0,67.0,75.0,69.0,65.0,69.0,29.0,69.0,67.0,32.0,30.0,71.0
18717,80.0,48.0,68.0,43.0,68.0,65.0,72.0,70.0,64.0,61.0,70.0,43.0,60.0,73.0,74.0,72.0
18718,70.0,60.0,68.0,68.0,68.0,64.0,70.0,60.0,82.0,72.0,30.0,50.0,68.0,48.0,56.0,64.0
18719,76.0,52.0,73.0,58.0,65.0,67.0,68.0,67.0,64.0,67.0,71.0,57.0,58.0,69.0,72.0,71.0
18720,73.0,55.0,64.0,36.0,45.0,64.0,57.0,65.0,71.0,67.0,72.0,61.0,50.0,69.0,67.0,68.0
18721,59.0,25.0,24.0,25.0,25.0,23.0,23.0,51.0,22.0,25.0,21.0,25.0,25.0,25.0,25.0,59.0
18722,68.0,64.0,67.0,60.0,68.0,60.0,68.0,71.0,58.0,60.0,53.0,64.0,74.0,52.0,46.0,68.0
18723,65.0,25.0,62.0,31.0,21.0,53.0,45.0,66.0,46.0,38.0,52.0,20.0,48.0,48.0,46.0,54.0
18724,68.0,11.0,36.0,13.0,13.0,36.0,21.0,58.0,35.0,14.0,23.0,11.0,31.0,8.0,18.0,66.0
18725,61.0,40.0,59.0,65.0,54.0,61.0,56.0,59.0,68.0,59.0,62.0,49.0,60.0,62.0,63.0,64.0
18726,75.0,69.0,70.0,61.0,68.0,66.0,72.0,68.0,56.0,55.0,54.0,71.0,65.0,22.0,23.0,67.0
18727,65.0,45.0,61.0,31.0,61.0,57.0,61.0,68.0,58.0,59.0,72.0,53.0,40.0,66.0,65.0,63.0
18728,73.0,71.0,68.0,76.0,75.0,66.0,74.0,70.0,76.0,71.0,50.0,74.0,68.0,40.0,42.0,72.0
18729,77.0,35.0,71.0,56.0,64.0,67.0,68.0,70.0,70.0,60.0,74.0,62.0,54.0,78.0,78.0,73.0
18730,70.0,38.0,51.0,41.0,60.0,53.0,63.0,64.0,57.0,54.0,52.0,65.0,59.0,65.0,65.0,62.0
18731,67.0,20.0,52.0,12.0,52.0,50.0,52.0,56.0,51.0,31.0,51.0,68.0,56.0,66.0,61.0,65.0
18732,72.0,64.0,69.0,56.0,74.0,67.0,62.0,66.0,64.0,53.0,31.0,82.0,71.0,22.0,25.0,67.0
18733,74.0,49.0,75.0,45.0,60.0,72.0,59.0,64.0,74.0,60.0,71.0,43.0,55.0,72.0,63.0,69.0
18734,63.0,62.0,63.0,54.0,44.0,58.0,57.0,61.0,68.0,61.0,62.0,60.0,64.0,56.0,52.0,63.0
18735,64.0,36.0,62.0,49.0,58.0,63.0,59.0,56.0,63.0,44.0,47.0,61.0,48.0,54.0,55.0,56.0
18736,75.0,68.0,70.0,69.0,79.0,64.0,80.0,71.0,72.0,70.0,25.0,73.0,69.0,35.0,25.0,73.0
18737,80.0,70.0,67.0,63.0,84.0,65.0,79.0,69.0,75.0,68.0,45.0,76.0,71.0,29.0,33.0,76.0
18738,76.0,45.0,61.0,38.0,57.0,66.0,65.0,67.0,76.0,47.0,77.0,31.0,51.0,79.0,77.0,76.0
18739,72.0,69.0,69.0,69.0,79.0,54.0,81.0,67.0,67.0,64.0,29.0,77.0,61.0,25.0,25.0,72.0
18740,80.0,10.0,27.0,13.0,19.0,22.0,21.0,65.0,23.0,19.0,21.0,14.0,36.0,19.0,18.0,74.0
18741,79.0,37.0,64.0,51.0,64.0,61.0,66.0,77.0,34.0,42.0,72.0,65.0,64.0,76.0,72.0,76.0
18742,66.0,34.0,62.0,33.0,51.0,53.0,65.0,61.0,41.0,56.0,71.0,36.0,42.0,70.0,64.0,66.0
18743,69.0,22.0,42.0,12.0,22.0,27.0,41.0,52.0,41.0,22.0,63.0,59.0,63.0,76.0,61.0,63.0
18744,73.0,66.0,73.0,64.0,62.0,66.0,70.0,72.0,67.0,64.0,72.0,72.0,83.0,70.0,75.0,70.0
18745,82.0,68.0,74.0,63.0,76.0,78.0,75.0,71.0,77.0,79.0,68.0,70.0,74.0,59.0,55.0,75.0
18746,85.0,36.0,72.0,28.0,41.0,67.0,66.0,75.0,48.0,32.0,79.0,44.0,68.0,82.0,78.0,79.0
18747,76.0,41.0,66.0,62.0,69.0,76.0,64.0,66.0,74.0,65.0,72.0,59.0,71.0,67.0,62.0,68.0
18748,81.0,71.0,79.0,72.0,81.0,73.0,82.0,84.0,75.0,73.0,76.0,80.0,82.0,77.0,82.0,79.0
18749,70.0,43.0,58.0,14.0,41.0,59.0,56.0,56.0,64.0,67.0,43.0,37.0,57.0,62.0,53.0,59.0
18750,74.0,55.0,70.0,48.0,57.0,63.0,58.0,74.0,73.0,56.0,75.0,67.0,68.0,71.0,82.0,71.0
18751,67.0,41.0,72.0,68.0,60.0,70.0,64.0,62.0,68.0,61.0,48.0,57.0,64.0,46.0,54.0,63.0
18752,80.0,30.0,61.0,37.0,60.0,61.0,66.0,76.0,71.0,60.0,83.0,44.0,56.0,83.0,85.0,79.0
18753,91.0,95.0,86.0,83.0,92.0,67.0,91.0,92.0,86.0,86.0,83.0,89.0,82.0,21.0,14.0,91.0
18754,73.0,69.0,57.0,63.0,63.0,33.0,61.0,60.0,65.0,62.0,24.0,64.0,52.0,22.0,21.0,65.0
18755,75.0,68.0,69.0,56.0,71.0,63.0,70.0,71.0,71.0,69.0,27.0,57.0,67.0,25.0,25.0,69.0
18756,89.0,40.0,72.0,42.0,57.0,74.0,75.0,78.0,52.0,53.0,85.0,44.0,56.0,85.0,84.0,82.0
18757,77.0,70.0,44.0,57.0,63.0,28.0,62.0,59.0,43.0,68.0,29.0,69.0,46.0,27.0,25.0,61.0
18758,65.0,67.0,58.0,67.0,58.0,59.0,64.0,64.0,65.0,63.0,24.0,67.0,62.0,29.0,43.0,65.0
18759,78.0,41.0,75.0,63.0,68.0,73.0,74.0,70.0,69.0,71.0,58.0,66.0,74.0,72.0,68.0,70.0
18760,74.0,65.0,81.0,67.0,77.0,70.0,80.0,72.0,80.0,70.0,55.0,66.0,80.0,59.0,58.0,74.0
18761,73.0,72.0,71.0,71.0,69.0,69.0,73.0,68.0,75.0,76.0,53.0,74.0,71.0,52.0,57.0,71.0
18762,75.0,32.0,64.0,37.0,35.0,53.0,44.0,78.0,69.0,51.0,79.0,29.0,42.0,80.0,69.0,75.0
18763,71.0,45.0,66.0,55.0,50.0,60.0,69.0,60.0,76.0,68.0,61.0,59.0,63.0,56.0,44.0,63.0
18764,60.0,57.0,52.0,56.0,58.0,27.0,62.0,61.0,61.0,46.0,38.0,64.0,46.0,30.0,22.0,60.0
18765,64.0,65.0,52.0,62.0,61.0,27.0,57.0,68.0,72.0,62.0,33.0,69.0,61.0,29.0,26.0,64.0
18766,64.0,49.0,61.0,43.0,62.0,46.0,64.0,57.0,53.0,54.0,22.0,63.0,48.0,18.0,22.0,60.0
18767,68.0,9.0,18.0,7.0,8.0,21.0,32.0,59.0,34.0,6.0,25.0,6.0,30.0,8.0,9.0,61.0
18768,71.0,60.0,70.0,61.0,60.0,80.0,65.0,67.0,80.0,74.0,80.0,53.0,59.0,68.0,63.0,71.0
18769,75.0,76.0,75.0,75.0,78.0,68.0,79.0,80.0,76.0,77.0,18.0,78.0,75.0,29.0,24.0,74.0
18770,69.0,50.0,72.0,60.0,74.0,68.0,65.0,66.0,69.0,59.0,33.0,70.0,74.0,27.0,23.0,68.0
18771,75.0,57.0,66.0,74.0,67.0,59.0,63.0,76.0,82.0,65.0,44.0,75.0,67.0,57.0,59.0,70.0
18772,72.0,18.0,62.0,12.0,33.0,66.0,62.0,65.0,54.0,44.0,48.0,18.0,58.0,69.0,65.0,67.0
18773,70.0,28.0,57.0,39.0,52.0,55.0,44.0,54.0,59.0,42.0,42.0,51.0,42.0,43.0,45.0,50.0
18774,81.0,42.0,64.0,53.0,62.0,66.0,69.0,74.0,68.0,54.0,83.0,30.0,52.0,81.0,82.0,81.0
18775,70.0,23.0,52.0,33.0,39.0,46.0,46.0,60.0,43.0,38.0,70.0,66.0,25.0,68.0,63.0,66.0
18776,84.0,74.0,61.0,75.0,64.0,36.0,72.0,63.0,71.0,66.0,74.0,76.0,68.0,27.0,24.0,69.0
18777,80.0,56.0,65.0,50.0,60.0,60.0,65.0,72.0,72.0,65.0,61.0,60.0,66.0,55.0,50.0,64.0
18778,75.0,27.0,43.0,39.0,30.0,53.0,49.0,57.0,32.0,26.0,53.0,46.0,43.0,64.0,62.0,59.0
18779,73.0,29.0,69.0,42.0,67.0,57.0,69.0,67.0,60.0,35.0,66.0,53.0,55.0,69.0,68.0,67.0
18780,77.0,64.0,67.0,61.0,66.0,58.0,68.0,57.0,73.0,64.0,61.0,69.0,58.0,21.0,27.0,68.0
18781,63.0,59.0,64.0,49.0,52.0,66.0,61.0,63.0,54.0,58.0,51.0,63.0,69.0,49.0,43.0,63.0
18782,73.0,58.0,50.0,54.0,70.0,40.0,75.0,56.0,56.0,51.0,11.0,70.0,53.0,12.0,21.0,61.0
18783,80.0,72.0,52.0,69.0,61.0,44.0,71.0,64.0,69.0,55.0,25.0,72.0,55.0,25.0,25.0,71.0
18784,80.0,26.0,65.0,24.0,60.0,62.0,68.0,64.0,46.0,49.0,63.0,50.0,56.0,65.0,63.0,65.0
18785,77.0,66.0,45.0,68.0,58.0,29.0,55.0,73.0,78.0,65.0,12.0,72.0,45.0,31.0,13.0,68.0
18786,68.0,68.0,61.0,66.0,63.0,56.0,62.0,68.0,72.0,67.0,33.0,69.0,59.0,33.0,34.0,68.0
18787,75.0,56.0,34.0,35.0,25.0,72.0,25.0,73.0,22.0,6.0,68.0,20.0,20.0,29.0,16.0,64.0
18788,71.0,39.0,66.0,55.0,57.0,68.0,69.0,69.0,51.0,46.0,65.0,63.0,60.0,69.0,84.0,67.0
18789,74.0,72.0,69.0,73.0,68.0,59.0,71.0,79.0,78.0,63.0,36.0,77.0,69.0,49.0,42.0,74.0
18790,67.0,17.0,70.0,51.0,51.0,61.0,65.0,60.0,58.0,41.0,65.0,50.0,51.0,65.0,61.0,61.0
18791,64.0,51.0,62.0,29.0,43.0,63.0,60.0,56.0,47.0,39.0,65.0,44.0,46.0,62.0,57.0,62.0
18792,60.0,64.0,53.0,52.0,57.0,44.0,51.0,59.0,64.0,49.0,32.0,64.0,58.0,47.0,26.0,60.0
18793,68.0,61.0,48.0,60.0,73.0,31.0,36.0,67.0,71.0,57.0,56.0,52.0,44.0,26.0,33.0,61.0
18794,88.0,83.0,85.0,80.0,83.0,78.0,84.0,82.0,80.0,83.0,60.0,86.0,84.0,55.0,42.0,83.0
18795,78.0,59.0,83.0,78.0,65.0,88.0,82.0,72.0,91.0,74.0,73.0,62.0,83.0,74.0,69.0,77.0
18796,93.0,89.0,90.0,86.0,97.0,80.0,96.0,88.0,81.0,89.0,62.0,85.0,92.0,28.0,19.0,85.0
18797,72.0,13.0,27.0,17.0,16.0,22.0,23.0,58.0,24.0,18.0,14.0,14.0,28.0,13.0,12.0,64.0
18798,86.0,86.0,86.0,89.0,86.0,80.0,94.0,86.0,85.0,87.0,89.0,87.0,89.0,42.0,36.0,85.0
18799,64.0,25.0,56.0,26.0,34.0,52.0,52.0,54.0,48.0,35.0,58.0,40.0,50.0,65.0,54.0,63.0
18800,74.0,45.0,71.0,43.0,46.0,75.0,68.0,65.0,70.0,57.0,72.0,49.0,57.0,76.0,75.0,73.0
18801,65.0,53.0,65.0,51.0,65.0,69.0,63.0,67.0,64.0,66.0,56.0,53.0,62.0,63.0,64.0,65.0
18802,79.0,75.0,74.0,86.0,82.0,50.0,79.0,82.0,79.0,74.0,22.0,68.0,72.0,38.0,31.0,77.0
18803,82.0,17.0,31.0,8.0,11.0,35.0,25.0,70.0,33.0,12.0,23.0,12.0,29.0,12.0,14.0,79.0
18804,73.0,45.0,68.0,56.0,57.0,68.0,67.0,71.0,64.0,59.0,73.0,50.0,60.0,74.0,68.0,71.0
18805,67.0,59.0,55.0,59.0,67.0,50.0,59.0,54.0,70.0,64.0,25.0,57.0,47.0,20.0,21.0,60.0
18806,70.0,21.0,56.0,20.0,57.0,47.0,64.0,65.0,58.0,39.0,71.0,56.0,49.0,76.0,75.0,70.0
18807,69.0,64.0,29.0,69.0,54.0,46.0,55.0,74.0,62.0,53.0,35.0,75.0,37.0,42.0,40.0,61.0
18808,74.0,67.0,64.0,61.0,73.0,62.0,69.0,63.0,68.0,59.0,47.0,66.0,70.0,52.0,48.0,70.0
18809,77.0,47.0,66.0,39.0,66.0,64.0,68.0,72.0,63.0,48.0,76.0,62.0,54.0,77.0,73.0,74.0
18810,80.0,51.0,69.0,27.0,69.0,64.0,71.0,66.0,60.0,68.0,70.0,80.0,71.0,76.0,73.0,72.0
18811,73.0,45.0,68.0,37.0,60.0,70.0,65.0,73.0,65.0,44.0,74.0,42.0,59.0,69.0,66.0,72.0
18812,75.0,62.0,76.0,36.0,63.0,66.0,77.0,64.0,71.0,56.0,67.0,49.0,63.0,73.0,67.0,71.0
18813,75.0,57.0,33.0,63.0,49.0,27.0,42.0,44.0,48.0,45.0,34.0,39.0,56.0,21.0,33.0,51.0
18814,60.0,23.0,47.0,34.0,55.0,41.0,56.0,56.0,38.0,29.0,59.0,40.0,37.0,57.0,55.0,60.0
18815,77.0,48.0,65.0,45.0,54.0,53.0,65.0,42.0,73.0,58.0,68.0,55.0,49.0,57.0,71.0,62.0
18816,70.0,62.0,72.0,66.0,66.0,62.0,68.0,63.0,66.0,63.0,62.0,63.0,76.0,41.0,20.0,67.0
18817,79.0,81.0,67.0,68.0,73.0,43.0,75.0,84.0,70.0,69.0,38.0,86.0,67.0,33.0,27.0,76.0
18818,64.0,21.0,40.0,25.0,24.0,38.0,32.0,50.0,34.0,25.0,55.0,21.0,29.0,63.0,60.0,56.0
18819,65.0,39.0,54.0,30.0,32.0,51.0,46.0,62.0,53.0,36.0,67.0,30.0,52.0,68.0,59.0,65.0
18820,81.0,82.0,90.0,90.0,81.0,88.0,91.0,84.0,90.0,85.0,25.0,80.0,90.0,25.0,25.0,81.0
18821,77.0,54.0,69.0,49.0,72.0,60.0,70.0,75.0,75.0,69.0,68.0,71.0,61.0,70.0,70.0,71.0
18822,81.0,17.0,35.0,15.0,25.0,35.0,23.0,60.0,35.0,14.0,21.0,11.0,50.0,35.0,33.0,77.0
18823,76.0,53.0,69.0,47.0,59.0,62.0,65.0,61.0,61.0,52.0,58.0,47.0,67.0,62.0,59.0,62.0
18824,72.0,29.0,59.0,30.0,54.0,54.0,63.0,61.0,50.0,38.0,63.0,23.0,25.0,70.0,74.0,68.0
18825,82.0,61.0,74.0,66.0,75.0,70.0,72.0,65.0,62.0,60.0,25.0,54.0,69.0,46.0,36.0,64.0
18826,77.0,55.0,64.0,45.0,44.0,60.0,56.0,71.0,49.0,57.0,40.0,51.0,57.0,16.0,14.0,59.0
18827,66.0,2.0,18.0,8.0,5.0,24.0,22.0,55.0,28.0,8.0,18.0,6.0,30.0,25.0,24.0,60.0
18828,64.0,52.0,63.0,54.0,59.0,62.0,64.0,61.0,69.0,60.0,64.0,57.0,45.0,66.0,65.0,64.0
18829,79.0,55.0,70.0,32.0,62.0,71.0,66.0,68.0,60.0,42.0,69.0,55.0,65.0,66.0,67.0,66.0
18830,87.0,79.0,74.0,70.0,85.0,65.0,83.0,78.0,76.0,72.0,68.0,78.0,80.0,42.0,34.0,78.0
18831,65.0,27.0,63.0,33.0,45.0,60.0,61.0,66.0,60.0,39.0,75.0,43.0,61.0,67.0,66.0,65.0
18832,84.0,66.0,83.0,76.0,86.0,79.0,85.0,78.0,69.0,79.0,75.0,77.0,82.0,77.0,81.0,81.0
18833,71.0,34.0,57.0,42.0,49.0,35.0,61.0,69.0,35.0,45.0,67.0,31.0,56.0,65.0,63.0,69.0
18834,71.0,36.0,65.0,56.0,69.0,59.0,67.0,61.0,70.0,64.0,30.0,68.0,62.0,51.0,57.0,67.0
18835,63.0,65.0,50.0,49.0,75.0,46.0,61.0,35.0,65.0,52.0,26.0,54.0,47.0,30.0,35.0,59.0
18836,78.0,48.0,72.0,46.0,73.0,75.0,72.0,74.0,59.0,55.0,73.0,62.0,59.0,77.0,76.0,75.0
18837,65.0,13.0,24.0,11.0,11.0,18.0,24.0,57.0,26.0,13.0,10.0,13.0,15.0,19.0,12.0,60.0
18838,72.0,25.0,73.0,26.0,67.0,70.0,74.0,73.0,63.0,49.0,73.0,49.0,77.0,73.0,72.0,72.0
18839,77.0,78.0,55.0,75.0,58.0,38.0,67.0,77.0,80.0,69.0,27.0,78.0,53.0,25.0,21.0,75.0
18840,85.0,39.0,70.0,35.0,52.0,66.0,64.0,70.0,87.0,82.0,82.0,45.0,62.0,87.0,88.0,83.0
18841,74.0,58.0,78.0,67.0,63.0,76.0,75.0,72.0,65.0,70.0,80.0,72.0,72.0,40.0,49.0,72.0
18842,90.0,81.0,56.0,73.0,81.0,35.0,78.0,69.0,72.0,81.0,61.0,71.0,83.0,20.0,23.0,79.0
18843,69.0,66.0,59.0,66.0,72.0,50.0,73.0,59.0,67.0,63.0,26.0,72.0,62.0,42.0,26.0,68.0
18844,77.0,67.0,62.0,46.0,61.0,63.0,56.0,61.0,51.0,33.0,62.0,66.0,63.0,76.0,74.0,73.0
