,potential,finishing,short_passing,volleys,dribbling,long_passing,ball_control,reactions,shot_power,long_shots,interceptions,positioning,vision,standing_tackle,sliding_tackle,overall_rating
10089,75.0,52.0,72.0,44.0,70.0,67.0,73.0,81.0,73.0,71.0,70.0,66.0,59.0,73.0,71.0,69.0
10090,65.0,58.0,60.0,46.0,50.0,57.0,56.0,60.0,62.0,49.0,40.0,75.0,53.0,50.0,39.0,59.0
10091,85.0,70.0,72.0,61.0,67.0,66.0,83.0,76.0,68.0,74.0,28.0,72.0,80.0,49.0,51.0,67.0
10092,77.0,72.0,61.0,69.0,75.0,64.0,76.0,74.0,69.0,71.0,53.0,81.0,61.0,38.0,36.0,73.0
10093,74.0,62.0,42.0,43.0,71.0,28.0,55.0,66.0,66.0,55.0,38.0,62.0,62.0,11.0,10.0,65.0
10094,76.0,27.0,63.0,43.0,62.0,59.0,65.0,62.0,58.0,49.0,67.0,61.0,57.0,67.0,65.0,66.0
10095,72.0,65.0,68.0,64.0,71.0,62.0,71.0,66.0,67.0,66.0,49.0,67.0,65.0,45.0,30.0,68.0
10096,72.0,26.0,56.0,28.0,41.0,49.0,61.0,66.0,68.0,59.0,67.0,29.0,49.0,71.0,66.0,68.0
10097,66.0,24.0,51.0,29.0,32.0,31.0,61.0,50.0,41.0,29.0,65.0,22.0,29.0,73.0,64.0,63.0
10098,75.0,32.0,26.0,27.0,32.0,35.0,51.0,42.0,32.0,39.0,31.0,32.0,47.0,52.0,68.0,50.0
10099,82.0,54.0,84.0,76.0,73.0,86.0,83.0,78.0,82.0,73.0,84.0,65.0,77.0,81.0,76.0,82.0
10100,70.0,51.0,72.0,57.0,62.0,64.0,66.0,67.0,76.0,62.0,66.0,61.0,57.0,68.0,72.0,67.0
10101,72.0,83.0,57.0,68.0,56.0,42.0,61.0,74.0,73.0,71.0,24.0,86.0,54.0,17.0,15.0,72.0
10102,79.0,83.0,73.0,75.0,80.0,45.0,82.0,80.0,73.0,75.0,25.0,82.0,80.0,22.0,22.0,77.0
10103,76.0,59.0,68.0,43.0,72.0,66.0,68.0,73.0,66.0,52.0,71.0,63.0,50.0,70.0,70.0,70.0
10104,83.0,76.0,83.0,74.0,87.0,76.0,84.0,83.0,42.0,60.0,55.0,82.0,80.0,24.0,27.0,82.0
10105,78.0,30.0,62.0,32.0,43.0,62.0,64.0,72.0,71.0,56.0,66.0,73.0,59.0,73.0,77.0,74.0
10106,78.0,54.0,74.0,38.0,59.0,67.0,71.0,63.0,71.0,63.0,73.0,53.0,61.0,75.0,70.0,71.0
10107,84.0,52.0,81.0,63.0,82.0,79.0,80.0,85.0,65.0,58.0,83.0,84.0,73.0,83.0,92.0,83.0
10108,63.0,51.0,31.0,53.0,68.0,33.0,67.0,59.0,48.0,49.0,32.0,67.0,38.0,17.0,19.0,60.0
10109,77.0,52.0,62.0,53.0,68.0,60.0,69.0,55.0,55.0,49.0,30.0,59.0,63.0,31.0,32.0,62.0
10110,67.0,64.0,69.0,69.0,72.0,62.0,67.0,68.0,70.0,67.0,29.0,68.0,60.0,29.0,33.0,67.0
10111,71.0,24.0,61.0,31.0,69.0,73.0,65.0,64.0,38.0,23.0,70.0,52.0,53.0,70.0,70.0,70.0
10112,77.0,48.0,83.0,52.0,61.0,81.0,73.0,76.0,81.0,73.0,78.0,66.0,83.0,74.0,66.0,74.0
10113,70.0,52.0,65.0,58.0,68.0,65.0,67.0,70.0,73.0,64.0,63.0,67.0,64.0,66.0,68.0,70.0
10114,78.0,10.0,33.0,18.0,17.0,31.0,24.0,68.0,24.0,18.0,29.0,10.0,43.0,11.0,17.0,75.0
10115,66.0,74.0,78.0,59.0,68.0,64.0,73.0,61.0,66.0,74.0,59.0,64.0,59.0,20.0,32.0,71.0
10116,70.0,65.0,64.0,61.0,68.0,63.0,66.0,60.0,71.0,61.0,33.0,65.0,63.0,25.0,25.0,67.0
10117,77.0,38.0,50.0,27.0,45.0,60.0,50.0,74.0,57.0,29.0,74.0,25.0,40.0,76.0,76.0,72.0
10118,81.0,81.0,82.0,80.0,78.0,65.0,80.0,83.0,83.0,81.0,69.0,82.0,81.0,65.0,57.0,80.0
10119,62.0,53.0,50.0,52.0,54.0,42.0,51.0,55.0,58.0,50.0,26.0,45.0,50.0,16.0,18.0,52.0
10120,69.0,67.0,72.0,64.0,64.0,65.0,65.0,66.0,62.0,62.0,56.0,70.0,74.0,53.0,52.0,69.0
10121,66.0,16.0,41.0,30.0,27.0,30.0,28.0,47.0,49.0,31.0,43.0,47.0,26.0,60.0,44.0,52.0
10122,82.0,71.0,78.0,33.0,79.0,72.0,82.0,78.0,75.0,78.0,34.0,75.0,74.0,51.0,47.0,77.0
10123,86.0,67.0,75.0,57.0,82.0,64.0,81.0,71.0,53.0,62.0,38.0,65.0,74.0,29.0,25.0,73.0
10124,72.0,63.0,69.0,67.0,77.0,68.0,75.0,68.0,68.0,59.0,56.0,66.0,75.0,34.0,33.0,72.0
10125,68.0,48.0,62.0,29.0,46.0,50.0,54.0,62.0,75.0,63.0,70.0,37.0,54.0,68.0,66.0,68.0
10126,72.0,25.0,26.0,25.0,25.0,21.0,30.0,64.0,27.0,25.0,27.0,25.0,25.0,25.0,25.0,72.0
10127,69.0,29.0,60.0,21.0,56.0,55.0,61.0,64.0,51.0,55.0,53.0,51.0,46.0,66.0,61.0,60.0
10128,66.0,25.0,49.0,31.0,38.0,42.0,47.0,62.0,39.0,26.0,64.0,29.0,32.0,68.0,67.0,65.0
10129,77.0,70.0,72.0,76.0,77.0,69.0,78.0,60.0,78.0,78.0,52.0,71.0,76.0,33.0,28.0,68.0
10130,73.0,62.0,78.0,67.0,79.0,70.0,78.0,67.0,65.0,66.0,33.0,70.0,77.0,31.0,27.0,73.0
10131,70.0,61.0,71.0,68.0,68.0,69.0,73.0,69.0,71.0,69.0,55.0,68.0,69.0,67.0,57.0,69.0
10132,71.0,58.0,71.0,50.0,69.0,67.0,71.0,70.0,74.0,72.0,67.0,73.0,70.0,74.0,71.0,71.0
10133,73.0,19.0,69.0,17.0,50.0,70.0,64.0,68.0,56.0,22.0,75.0,44.0,41.0,74.0,70.0,73.0
10134,79.0,60.0,75.0,71.0,76.0,68.0,80.0,77.0,77.0,70.0,66.0,70.0,73.0,73.0,72.0,77.0
10135,72.0,66.0,68.0,70.0,77.0,60.0,74.0,69.0,82.0,55.0,34.0,65.0,60.0,43.0,42.0,72.0
10136,68.0,21.0,70.0,48.0,56.0,64.0,40.0,58.0,39.0,69.0,73.0,36.0,68.0,65.0,72.0,57.0
10137,83.0,25.0,47.0,25.0,25.0,33.0,32.0,78.0,35.0,25.0,25.0,25.0,25.0,25.0,25.0,79.0
10138,66.0,23.0,38.0,9.0,23.0,56.0,31.0,60.0,52.0,23.0,54.0,18.0,51.0,23.0,12.0,64.0
10139,89.0,85.0,94.0,86.0,94.0,90.0,94.0,86.0,86.0,85.0,79.0,85.0,88.0,36.0,29.0,86.0
10140,72.0,37.0,71.0,34.0,62.0,70.0,64.0,62.0,63.0,63.0,68.0,56.0,65.0,65.0,57.0,66.0
10141,79.0,81.0,74.0,85.0,74.0,68.0,81.0,82.0,81.0,78.0,41.0,81.0,75.0,23.0,26.0,79.0
10142,73.0,76.0,67.0,66.0,75.0,56.0,76.0,71.0,75.0,68.0,41.0,72.0,68.0,41.0,39.0,73.0
10143,72.0,63.0,65.0,49.0,71.0,55.0,66.0,60.0,61.0,66.0,30.0,57.0,53.0,29.0,24.0,65.0
10144,85.0,78.0,81.0,78.0,80.0,78.0,81.0,83.0,81.0,79.0,81.0,79.0,79.0,49.0,69.0,81.0
10145,80.0,31.0,65.0,25.0,25.0,63.0,62.0,62.0,51.0,20.0,72.0,42.0,52.0,69.0,67.0,70.0
10146,68.0,54.0,72.0,55.0,62.0,70.0,68.0,65.0,74.0,63.0,70.0,59.0,64.0,69.0,60.0,68.0
10147,85.0,65.0,84.0,77.0,80.0,85.0,82.0,75.0,84.0,77.0,52.0,68.0,86.0,52.0,36.0,79.0
10148,69.0,36.0,65.0,65.0,55.0,59.0,59.0,69.0,82.0,65.0,71.0,59.0,50.0,76.0,72.0,69.0
10149,66.0,29.0,48.0,40.0,45.0,45.0,44.0,62.0,57.0,38.0,56.0,28.0,51.0,60.0,59.0,60.0
10150,81.0,79.0,83.0,79.0,85.0,79.0,89.0,81.0,79.0,81.0,47.0,74.0,83.0,40.0,37.0,80.0
10151,67.0,52.0,68.0,65.0,64.0,61.0,67.0,65.0,73.0,71.0,61.0,61.0,65.0,67.0,67.0,67.0
10152,85.0,74.0,77.0,82.0,83.0,67.0,81.0,78.0,80.0,78.0,74.0,76.0,78.0,51.0,47.0,81.0
10153,83.0,41.0,79.0,68.0,74.0,74.0,75.0,76.0,71.0,73.0,82.0,81.0,82.0,67.0,76.0,76.0
10154,79.0,71.0,70.0,66.0,72.0,61.0,69.0,55.0,72.0,68.0,39.0,60.0,60.0,29.0,21.0,67.0
10155,75.0,56.0,76.0,60.0,70.0,73.0,73.0,72.0,72.0,68.0,69.0,67.0,70.0,75.0,71.0,72.0
10156,72.0,51.0,71.0,41.0,69.0,67.0,68.0,64.0,70.0,63.0,62.0,58.0,66.0,64.0,60.0,67.0
10157,70.0,42.0,62.0,45.0,43.0,55.0,63.0,69.0,74.0,39.0,65.0,38.0,48.0,66.0,51.0,64.0
10158,84.0,77.0,77.0,77.0,74.0,74.0,80.0,81.0,82.0,69.0,79.0,82.0,82.0,80.0,46.0,79.0
10159,87.0,73.0,85.0,59.0,88.0,80.0,89.0,79.0,75.0,82.0,43.0,82.0,84.0,23.0,26.0,83.0
10160,73.0,23.0,61.0,21.0,57.0,64.0,63.0,70.0,58.0,32.0,74.0,41.0,57.0,82.0,75.0,71.0
10161,71.0,63.0,66.0,55.0,56.0,64.0,62.0,59.0,52.0,59.0,65.0,67.0,59.0,56.0,58.0,62.0
10162,76.0,16.0,29.0,14.0,12.0,45.0,31.0,69.0,37.0,18.0,22.0,12.0,39.0,13.0,14.0,76.0
10163,74.0,51.0,81.0,52.0,73.0,75.0,77.0,72.0,58.0,60.0,67.0,72.0,80.0,57.0,42.0,74.0
10164,75.0,24.0,53.0,22.0,39.0,49.0,44.0,47.0,43.0,29.0,61.0,27.0,21.0,71.0,68.0,63.0
10165,84.0,74.0,61.0,75.0,64.0,36.0,72.0,63.0,71.0,66.0,74.0,76.0,68.0,27.0,24.0,69.0
10166,68.0,68.0,60.0,71.0,67.0,45.0,62.0,57.0,72.0,64.0,25.0,63.0,54.0,27.0,29.0,63.0
10167,70.0,67.0,54.0,35.0,74.0,52.0,70.0,60.0,66.0,45.0,43.0,84.0,60.0,38.0,30.0,68.0
10168,79.0,40.0,65.0,56.0,74.0,64.0,75.0,80.0,69.0,62.0,79.0,66.0,59.0,83.0,84.0,79.0
10169,65.0,58.0,61.0,63.0,62.0,59.0,64.0,63.0,62.0,60.0,31.0,57.0,53.0,24.0,31.0,62.0
10170,88.0,73.0,73.0,69.0,85.0,65.0,83.0,82.0,88.0,82.0,21.0,77.0,74.0,31.0,20.0,81.0
10171,73.0,42.0,68.0,29.0,50.0,55.0,68.0,68.0,48.0,59.0,39.0,63.0,62.0,62.0,53.0,63.0
10172,71.0,58.0,62.0,48.0,64.0,52.0,71.0,62.0,51.0,50.0,20.0,53.0,55.0,41.0,32.0,64.0
10173,72.0,61.0,62.0,63.0,77.0,56.0,72.0,66.0,68.0,67.0,30.0,61.0,55.0,38.0,27.0,69.0
10174,83.0,64.0,60.0,44.0,66.0,53.0,65.0,61.0,63.0,53.0,29.0,59.0,54.0,29.0,22.0,63.0
10175,78.0,24.0,56.0,21.0,43.0,50.0,63.0,72.0,42.0,11.0,63.0,68.0,58.0,73.0,76.0,68.0
10176,77.0,78.0,73.0,75.0,79.0,63.0,80.0,79.0,78.0,80.0,45.0,79.0,74.0,31.0,34.0,76.0
10177,85.0,43.0,64.0,28.0,63.0,72.0,73.0,61.0,58.0,37.0,71.0,76.0,68.0,82.0,66.0,80.0
10178,83.0,65.0,67.0,53.0,78.0,56.0,72.0,65.0,65.0,47.0,20.0,59.0,52.0,23.0,23.0,68.0
10179,65.0,59.0,59.0,60.0,60.0,57.0,56.0,64.0,58.0,57.0,30.0,73.0,57.0,38.0,42.0,65.0
10180,73.0,29.0,61.0,31.0,45.0,58.0,62.0,59.0,50.0,33.0,64.0,47.0,44.0,67.0,63.0,64.0
10181,65.0,62.0,53.0,53.0,68.0,50.0,70.0,58.0,57.0,54.0,41.0,55.0,55.0,43.0,41.0,61.0
10182,81.0,68.0,67.0,73.0,71.0,63.0,73.0,66.0,67.0,72.0,35.0,68.0,66.0,34.0,25.0,69.0
10183,66.0,64.0,73.0,60.0,70.0,67.0,71.0,61.0,85.0,72.0,45.0,59.0,65.0,63.0,61.0,66.0
10184,68.0,62.0,57.0,53.0,66.0,27.0,60.0,65.0,62.0,54.0,23.0,64.0,26.0,14.0,11.0,62.0
10185,84.0,25.0,56.0,25.0,58.0,55.0,54.0,74.0,61.0,34.0,80.0,40.0,29.0,82.0,78.0,78.0
10186,83.0,13.0,38.0,8.0,15.0,35.0,32.0,75.0,37.0,12.0,23.0,15.0,22.0,19.0,12.0,76.0
10187,76.0,54.0,73.0,52.0,69.0,70.0,72.0,71.0,80.0,71.0,56.0,65.0,72.0,53.0,45.0,68.0
10188,72.0,23.0,23.0,9.0,23.0,57.0,21.0,57.0,23.0,29.0,29.0,23.0,33.0,23.0,11.0,61.0
10189,68.0,31.0,59.0,29.0,56.0,52.0,52.0,56.0,49.0,32.0,46.0,41.0,53.0,48.0,58.0,52.0
10190,73.0,65.0,68.0,67.0,68.0,50.0,70.0,68.0,71.0,68.0,46.0,70.0,63.0,31.0,29.0,68.0
10191,65.0,67.0,52.0,70.0,64.0,46.0,63.0,50.0,61.0,52.0,30.0,69.0,50.0,38.0,29.0,65.0
10192,76.0,61.0,64.0,55.0,69.0,57.0,68.0,66.0,65.0,43.0,58.0,62.0,59.0,68.0,65.0,66.0
10193,78.0,40.0,56.0,45.0,51.0,61.0,61.0,75.0,60.0,36.0,81.0,41.0,35.0,81.0,81.0,77.0
10194,73.0,68.0,63.0,53.0,76.0,46.0,73.0,67.0,81.0,73.0,38.0,68.0,59.0,22.0,22.0,69.0
10195,72.0,39.0,68.0,42.0,59.0,69.0,74.0,71.0,53.0,41.0,75.0,51.0,58.0,64.0,57.0,69.0
10196,68.0,54.0,63.0,50.0,61.0,61.0,67.0,68.0,60.0,55.0,66.0,55.0,64.0,61.0,56.0,64.0
10197,80.0,67.0,85.0,64.0,74.0,84.0,81.0,82.0,81.0,78.0,70.0,74.0,84.0,74.0,69.0,80.0
10198,68.0,44.0,65.0,40.0,62.0,61.0,57.0,68.0,77.0,59.0,67.0,55.0,55.0,74.0,70.0,68.0
10199,77.0,60.0,69.0,64.0,60.0,64.0,64.0,60.0,62.0,55.0,20.0,54.0,50.0,19.0,20.0,64.0
10200,77.0,59.0,63.0,53.0,62.0,51.0,64.0,54.0,63.0,52.0,37.0,53.0,51.0,36.0,33.0,61.0
10201,78.0,40.0,70.0,52.0,58.0,61.0,68.0,76.0,58.0,50.0,83.0,37.0,54.0,85.0,75.0,75.0
10202,68.0,65.0,58.0,64.0,63.0,52.0,62.0,66.0,62.0,60.0,21.0,62.0,58.0,35.0,32.0,62.0
10203,79.0,22.0,69.0,31.0,48.0,57.0,64.0,72.0,48.0,26.0,77.0,45.0,39.0,75.0,82.0,76.0
10204,66.0,31.0,62.0,43.0,61.0,56.0,60.0,61.0,62.0,37.0,58.0,48.0,53.0,66.0,56.0,62.0
10205,69.0,62.0,54.0,64.0,54.0,42.0,63.0,57.0,73.0,63.0,23.0,61.0,47.0,22.0,21.0,62.0
10206,75.0,61.0,73.0,46.0,75.0,69.0,72.0,72.0,56.0,63.0,60.0,73.0,62.0,55.0,66.0,77.0
10207,73.0,58.0,73.0,45.0,71.0,63.0,70.0,60.0,59.0,63.0,64.0,62.0,73.0,60.0,59.0,67.0
10208,68.0,52.0,65.0,63.0,63.0,67.0,66.0,71.0,74.0,67.0,73.0,63.0,66.0,66.0,62.0,68.0
10209,81.0,23.0,63.0,25.0,25.0,69.0,62.0,60.0,63.0,47.0,81.0,85.0,70.0,82.0,81.0,80.0
10210,76.0,46.0,71.0,48.0,61.0,69.0,68.0,74.0,70.0,66.0,72.0,42.0,69.0,70.0,68.0,70.0
10211,81.0,36.0,73.0,36.0,59.0,70.0,66.0,56.0,59.0,41.0,58.0,37.0,63.0,65.0,64.0,63.0
10212,68.0,7.0,34.0,14.0,17.0,27.0,28.0,50.0,29.0,12.0,15.0,5.0,5.0,14.0,13.0,68.0
10213,87.0,16.0,45.0,28.0,27.0,30.0,37.0,74.0,34.0,20.0,15.0,5.0,15.0,30.0,26.0,87.0
10214,77.0,66.0,74.0,70.0,69.0,70.0,71.0,68.0,72.0,68.0,53.0,72.0,71.0,56.0,49.0,70.0
10215,76.0,64.0,82.0,60.0,73.0,77.0,81.0,75.0,73.0,70.0,79.0,83.0,76.0,74.0,71.0,78.0
10216,63.0,22.0,50.0,34.0,23.0,53.0,54.0,53.0,43.0,25.0,57.0,51.0,55.0,57.0,46.0,54.0
10217,72.0,67.0,67.0,60.0,65.0,63.0,72.0,64.0,72.0,65.0,44.0,62.0,63.0,39.0,23.0,68.0
10218,85.0,31.0,69.0,36.0,59.0,60.0,59.0,65.0,63.0,36.0,68.0,58.0,60.0,70.0,70.0,67.0
10219,67.0,28.0,51.0,51.0,38.0,50.0,46.0,57.0,42.0,30.0,68.0,35.0,49.0,67.0,65.0,67.0
10220,90.0,88.0,72.0,91.0,84.0,55.0,82.0,81.0,92.0,83.0,59.0,73.0,77.0,23.0,16.0,83.0
10221,69.0,57.0,58.0,44.0,71.0,54.0,64.0,61.0,56.0,54.0,25.0,57.0,52.0,27.0,36.0,64.0
10222,72.0,73.0,73.0,69.0,64.0,55.0,69.0,73.0,72.0,66.0,33.0,75.0,68.0,51.0,34.0,72.0
10223,78.0,63.0,59.0,61.0,72.0,55.0,62.0,67.0,69.0,61.0,43.0,48.0,46.0,43.0,34.0,69.0
10224,66.0,24.0,48.0,58.0,51.0,41.0,53.0,51.0,40.0,35.0,65.0,39.0,37.0,70.0,61.0,65.0
10225,68.0,66.0,55.0,64.0,58.0,33.0,64.0,65.0,76.0,55.0,25.0,64.0,53.0,21.0,17.0,66.0
10226,64.0,63.0,65.0,64.0,65.0,54.0,60.0,75.0,65.0,57.0,24.0,51.0,63.0,25.0,23.0,64.0
10227,73.0,25.0,23.0,25.0,25.0,27.0,22.0,62.0,34.0,25.0,20.0,25.0,25.0,25.0,25.0,67.0
10228,82.0,66.0,82.0,72.0,77.0,78.0,78.0,75.0,79.0,71.0,64.0,72.0,71.0,63.0,58.0,77.0
10229,70.0,63.0,55.0,69.0,62.0,50.0,65.0,70.0,69.0,59.0,25.0,69.0,46.0,25.0,25.0,66.0
10230,72.0,30.0,67.0,48.0,68.0,69.0,68.0,68.0,66.0,46.0,70.0,64.0,65.0,73.0,71.0,72.0
10231,77.0,43.0,79.0,60.0,67.0,73.0,73.0,70.0,75.0,70.0,72.0,58.0,66.0,76.0,70.0,73.0
10232,70.0,71.0,52.0,67.0,50.0,34.0,54.0,68.0,71.0,55.0,20.0,68.0,45.0,27.0,21.0,65.0
10233,75.0,67.0,71.0,57.0,71.0,66.0,67.0,67.0,72.0,59.0,60.0,67.0,64.0,53.0,52.0,70.0
10234,78.0,41.0,74.0,39.0,73.0,71.0,74.0,66.0,51.0,38.0,71.0,51.0,67.0,69.0,73.0,71.0
10235,77.0,64.0,78.0,68.0,81.0,67.0,79.0,80.0,75.0,72.0,44.0,71.0,77.0,47.0,51.0,77.0
10236,63.0,53.0,49.0,40.0,67.0,41.0,65.0,35.0,58.0,40.0,23.0,61.0,51.0,30.0,28.0,60.0
10237,80.0,59.0,56.0,68.0,76.0,53.0,72.0,46.0,68.0,68.0,22.0,56.0,52.0,36.0,41.0,64.0
10238,68.0,66.0,63.0,68.0,68.0,43.0,71.0,71.0,71.0,56.0,49.0,66.0,60.0,24.0,23.0,68.0
10239,69.0,66.0,59.0,60.0,70.0,48.0,66.0,65.0,68.0,61.0,47.0,66.0,66.0,27.0,31.0,65.0
10240,83.0,80.0,73.0,71.0,80.0,69.0,83.0,77.0,75.0,69.0,66.0,83.0,80.0,68.0,42.0,79.0
10241,83.0,69.0,77.0,74.0,76.0,71.0,74.0,69.0,92.0,87.0,72.0,70.0,75.0,49.0,37.0,75.0
10242,84.0,70.0,80.0,72.0,79.0,73.0,80.0,68.0,82.0,70.0,41.0,70.0,75.0,31.0,33.0,77.0
10243,78.0,23.0,77.0,50.0,70.0,73.0,69.0,70.0,75.0,73.0,69.0,63.0,76.0,71.0,61.0,72.0
10244,63.0,64.0,60.0,62.0,61.0,52.0,62.0,59.0,67.0,59.0,37.0,63.0,59.0,27.0,35.0,63.0
10245,64.0,47.0,53.0,52.0,63.0,54.0,67.0,65.0,54.0,44.0,48.0,55.0,54.0,32.0,28.0,62.0
10246,84.0,37.0,77.0,55.0,56.0,70.0,68.0,80.0,65.0,59.0,81.0,35.0,59.0,82.0,81.0,80.0
10247,72.0,65.0,67.0,47.0,76.0,62.0,75.0,68.0,71.0,53.0,39.0,66.0,67.0,22.0,14.0,70.0
10248,68.0,31.0,60.0,32.0,40.0,63.0,58.0,64.0,68.0,30.0,64.0,40.0,53.0,70.0,64.0,67.0
10249,63.0,27.0,61.0,35.0,56.0,58.0,63.0,63.0,76.0,42.0,61.0,38.0,40.0,63.0,62.0,63.0
10250,78.0,72.0,74.0,73.0,78.0,73.0,78.0,74.0,85.0,83.0,25.0,72.0,76.0,21.0,20.0,78.0
10251,71.0,50.0,70.0,48.0,60.0,66.0,60.0,71.0,73.0,65.0,71.0,72.0,70.0,70.0,77.0,71.0
10252,71.0,57.0,63.0,56.0,78.0,58.0,73.0,66.0,71.0,63.0,54.0,63.0,65.0,57.0,58.0,69.0
10253,68.0,21.0,59.0,25.0,37.0,47.0,47.0,63.0,39.0,21.0,47.0,54.0,49.0,63.0,65.0,63.0
10254,81.0,30.0,61.0,37.0,60.0,61.0,65.0,76.0,71.0,60.0,83.0,44.0,46.0,84.0,84.0,79.0
10255,69.0,56.0,60.0,54.0,76.0,40.0,75.0,68.0,66.0,46.0,30.0,68.0,54.0,41.0,38.0,69.0
10256,76.0,46.0,68.0,55.0,65.0,61.0,64.0,68.0,58.0,33.0,66.0,39.0,54.0,70.0,72.0,68.0
10257,74.0,22.0,63.0,31.0,64.0,54.0,65.0,66.0,51.0,33.0,68.0,47.0,58.0,71.0,70.0,67.0
10258,89.0,90.0,71.0,89.0,86.0,32.0,85.0,84.0,90.0,74.0,90.0,86.0,66.0,22.0,26.0,88.0
10259,65.0,61.0,61.0,46.0,54.0,60.0,62.0,47.0,55.0,37.0,21.0,58.0,61.0,31.0,38.0,57.0
10260,77.0,83.0,67.0,75.0,69.0,43.0,71.0,76.0,80.0,67.0,22.0,85.0,54.0,26.0,25.0,77.0
10261,73.0,67.0,58.0,64.0,70.0,31.0,66.0,63.0,71.0,59.0,22.0,64.0,45.0,25.0,25.0,65.0
10262,66.0,54.0,41.0,44.0,51.0,24.0,41.0,49.0,59.0,54.0,18.0,44.0,31.0,14.0,15.0,53.0
10263,79.0,57.0,70.0,65.0,54.0,61.0,70.0,76.0,72.0,61.0,77.0,50.0,50.0,73.0,70.0,73.0
10264,77.0,60.0,75.0,52.0,70.0,72.0,72.0,68.0,70.0,62.0,46.0,64.0,74.0,56.0,57.0,70.0
10265,73.0,76.0,67.0,70.0,67.0,68.0,71.0,66.0,73.0,48.0,57.0,54.0,58.0,41.0,25.0,72.0
10266,78.0,55.0,77.0,51.0,61.0,78.0,74.0,82.0,77.0,66.0,86.0,55.0,73.0,82.0,77.0,78.0
10267,68.0,48.0,66.0,46.0,64.0,61.0,66.0,52.0,51.0,55.0,50.0,54.0,48.0,65.0,64.0,62.0
10268,75.0,61.0,63.0,65.0,71.0,49.0,69.0,57.0,73.0,64.0,22.0,57.0,49.0,32.0,28.0,66.0
10269,66.0,22.0,64.0,39.0,62.0,58.0,65.0,52.0,51.0,20.0,54.0,41.0,50.0,66.0,65.0,62.0
10270,77.0,51.0,35.0,35.0,30.0,68.0,21.0,54.0,35.0,21.0,30.0,20.0,20.0,27.0,24.0,69.0
10271,69.0,68.0,59.0,63.0,66.0,46.0,62.0,56.0,60.0,63.0,25.0,66.0,63.0,25.0,25.0,64.0
10272,58.0,22.0,22.0,6.0,22.0,44.0,22.0,62.0,22.0,22.0,38.0,35.0,32.0,22.0,4.0,58.0
10273,70.0,46.0,65.0,56.0,64.0,72.0,72.0,71.0,54.0,64.0,69.0,65.0,72.0,63.0,67.0,69.0
10274,80.0,28.0,73.0,48.0,64.0,57.0,70.0,76.0,46.0,21.0,73.0,77.0,71.0,74.0,70.0,72.0
10275,89.0,66.0,67.0,73.0,61.0,52.0,74.0,64.0,80.0,67.0,60.0,61.0,75.0,21.0,15.0,68.0
10276,65.0,49.0,63.0,60.0,54.0,60.0,65.0,58.0,61.0,57.0,59.0,62.0,57.0,63.0,60.0,60.0
10277,75.0,12.0,21.0,13.0,14.0,20.0,22.0,66.0,11.0,14.0,23.0,12.0,17.0,14.0,13.0,70.0
10278,76.0,46.0,66.0,46.0,45.0,73.0,63.0,66.0,71.0,61.0,72.0,44.0,56.0,75.0,72.0,76.0
10279,64.0,60.0,64.0,46.0,57.0,61.0,59.0,59.0,59.0,54.0,48.0,58.0,64.0,60.0,58.0,63.0
10280,75.0,45.0,76.0,60.0,68.0,72.0,73.0,73.0,78.0,64.0,77.0,63.0,69.0,75.0,73.0,74.0
10281,77.0,64.0,76.0,57.0,78.0,64.0,77.0,73.0,52.0,44.0,25.0,65.0,76.0,27.0,26.0,72.0
10282,76.0,11.0,42.0,18.0,21.0,36.0,35.0,72.0,51.0,13.0,26.0,11.0,32.0,12.0,12.0,74.0
10283,82.0,67.0,75.0,70.0,81.0,72.0,76.0,69.0,70.0,74.0,75.0,68.0,79.0,28.0,26.0,74.0
10284,58.0,44.0,42.0,36.0,43.0,35.0,48.0,50.0,45.0,48.0,79.0,54.0,41.0,42.0,41.0,51.0
10285,63.0,41.0,46.0,33.0,43.0,47.0,44.0,67.0,51.0,34.0,63.0,58.0,55.0,66.0,60.0,63.0
10286,70.0,25.0,25.0,25.0,25.0,25.0,22.0,53.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,60.0
10287,71.0,55.0,69.0,54.0,52.0,66.0,64.0,67.0,55.0,55.0,67.0,53.0,68.0,62.0,61.0,65.0
10288,67.0,68.0,58.0,57.0,63.0,43.0,58.0,54.0,69.0,60.0,38.0,59.0,47.0,13.0,22.0,58.0
10289,62.0,32.0,56.0,34.0,53.0,56.0,56.0,56.0,56.0,41.0,52.0,53.0,56.0,56.0,55.0,56.0
10290,76.0,39.0,62.0,17.0,38.0,58.0,52.0,59.0,52.0,33.0,72.0,63.0,53.0,76.0,66.0,74.0
10291,69.0,21.0,58.0,21.0,47.0,51.0,51.0,62.0,55.0,33.0,64.0,12.0,55.0,67.0,66.0,65.0
10292,70.0,62.0,58.0,53.0,68.0,49.0,66.0,72.0,63.0,52.0,50.0,57.0,58.0,34.0,31.0,64.0
10293,89.0,85.0,77.0,83.0,86.0,75.0,82.0,82.0,79.0,78.0,35.0,87.0,74.0,22.0,11.0,83.0
10294,77.0,70.0,62.0,63.0,71.0,36.0,67.0,62.0,74.0,66.0,36.0,64.0,56.0,42.0,37.0,68.0
10295,74.0,49.0,64.0,41.0,65.0,57.0,67.0,52.0,59.0,48.0,61.0,56.0,57.0,70.0,66.0,65.0
